Mon-Yr,CA,Alameda,Amador,Butte,Calaveras,Contra-Costa,Del Norte,El Dorado,Fresno,Glenn,Humboldt,Kern,Kings,Lake,Lassen,Los Angeles,Madera,Marin,Mariposa,Mendocino,Merced,Mono,Monterey,Napa,Nevada,Orange,Placer,Plumas,Riverside,Sacramento,San Benito,San Bernardino,San Diego,San Francisco,San Joaquin,San Luis Obispo,San Mateo,Santa Barbara,Santa Clara,Santa Cruz,Shasta,Siskiyou,Solano,Sonoma,Stanislaus,Sutter,Tehama,Tulare,Tuolumne,Ventura,Yolo,Yuba,LA Metro,Inland Empire,SF Bay Area,
8-Mar,414520,569370,289999.2,256249.88,349999.5,397310,NA,NA,234510.18,174999,296589.98,220000,200000,222726.82,NA,396023.86,250000,944444,400000,433333,204629.54,624999.5,430000,489999.1,392499.08,601890.35,374335.54,NA,298186.06,258458,359900,232464.63,447500,930232,NA,473528.68,905000,606481.06,810000,645618,237499.25,220832.92,341139,450000,NA,227499,193332.67,197332.47,280768.62,504213,NA,184444,,390007.46,609690,279022.41
8-Apr,404590,537990,307142.79,279999.4,313636.23,385310,NA,NA,234301.64,225000,295832.42,209950,214062.22,212499.75,NA,397049.66,226785.18,1029762,350000,349999.5,181999.9,791666.5,399900,492104.34,400000,592488.42,365579.05,NA,291496.26,235942,402450,225842.18,442811.07,928977,NA,464129.79,872500,541666.5,752500,675000,243102.59,239999.2,327358,450000,NA,219047,187999.6,182352.82,289999.2,496534,NA,183750,,385802.42,589980,272019.43
8-May,386620,528890,266666.33,288460.77,309090.82,390730,NA,NA,214648.14,270833,309999.9,205500,202083.29,241665.83,NA,368059.13,231249.38,1120370,275000,356249.44,160769.19,1124999.5,358000,494735.89,373683.47,575531.61,356883.49,NA,277072,233229,335000,214999.7,443585.09,908928,NA,470967.03,850000,428947.08,769650,617500,237194.38,218749.63,302500,436781,NA,198749,216071.11,195925.13,306249.94,487790,NA,196153,,369129.5,582580,255571.32
8-Jun,373100,536310,287499.25,288749.23,316666.5,368260,NA,NA,211723.9,150000,312857.01,200000,210526.11,234090.23,NA,386403.38,221874.56,1060345,333333,412499.88,166086.65,1062499.75,359900,452940.65,369564.52,563958.89,358999.41,NA,269212.58,220633,309000,204585.71,418828.93,841101,NA,505769.21,880750,465383.96,740000,610000,233107.45,208333.17,302752,407792,NA,210000,174999.25,185333.07,286110.39,480434,NA,186250,,358805.93,560050,251116.05
8-Jul,355000,526000,300000,261363.41,269999.6,350920,NA,NA,200719.41,133333,294641.96,190000,226086.43,215624.69,NA,386127.86,211904.52,1016304,350000,337499.63,151388.32,449999.5,324000,456817.61,373528.68,545119.52,354827.04,NA,248427.32,219147,320000,196609.34,408730.07,876712,NA,473749.26,794500,520161.21,706500,611000,237878.03,193332.67,279779,396483,NA,207000,187142.5,190666.13,293749.13,474999,NA,180667,,344494.97,529210,233169.04
8-Aug,352730,470250,262499.75,272221.78,269444.06,320050,NA,NA,189505.7,170000,293332.47,180000,204687.41,218749.63,NA,381735.91,185833.04,929999,250000,322222,134761.17,624999.5,302000,455881.79,349999.5,524594.22,346574.88,NA,237780.14,220894,312500,190666.13,388712.19,854545,NA,431578.63,787500,439999.6,650000,582000,231632.02,208333.17,267592,382945,NA,190714,158332.42,173703.02,285293.41,478408,NA,163333,,327374.73,481460,222982.34
8-Sep,319310,427040,252499.95,251470.56,268749.63,294790,NA,NA,178764.49,225000,300000,175000,194544.73,189999.5,NA,385268.85,174705.15,899390,325000,344999.55,132307.08,624999.5,280000,415908.93,335713.93,502647.05,339596.92,NA,229125.23,195902,320250,177301.77,378759.38,788043,NA,393876.61,752625,371427.86,600000,475000,210464.91,197999.1,264935,362773,NA,185384,131249.44,166333.02,328571.14,431771,NA,166470,,297672.08,424870,212790.44
8-Oct,307210,405400,291665.83,256578.82,247499.05,281820,NA,NA,174482.03,173333,283332.67,160000,193332.67,196362.82,NA,336763.76,175999.2,932291,316667,357142.29,122187.39,624999.5,285000,419047.43,298610.14,497642.12,324999.75,NA,221869.67,196917,275000,171807.32,365577.7,748238,NA,411956.4,713688,354166.13,549940,500000,213333.07,231249.38,250641,362999,NA,185555,149999.5,169999.5,276666.13,427647,NA,166923,,291460.16,404190,205666.95
8-Nov,287880,390270,224999.5,268749.63,228124.44,273140,NA,NA,160298.49,105000,284374.31,151150,202499.95,186666.33,NA,314305.05,167499.63,869318,262500,319999.8,126315.47,562499.75,275000,389472.79,333333,462226.45,321428.36,NA,210720.85,184762,299950,167017.19,345386.08,747726,NA,369642.16,659500,300000,515000,437000,211110.89,250000,236688,336725,NA,174545,153999.3,158999.05,228845.58,382588,NA,150909,,276055.14,379730,196818.73
8-Dec,283060,368240,261110.89,255952.26,254166.58,253790,NA,NA,157499.13,170000,262499.75,147000,176665.83,163999.8,NA,318075.35,160000,704545,325000,250000,115332.57,449999.5,255000,393477.33,321428.36,453523.69,318571.24,NA,201751.28,181655,276950,156478.05,346597.47,711363,NA,383332.5,600000,352173.39,512450,455000,205555.44,189999.5,217941,338983,NA,171874,180000,143124.84,261110.89,370754,NA,159090,,264177.57,359910,186107.48
9-Jan,249960,324170,216666.33,247726.32,231249.38,231250,189999.5,329411.47,145199.74,163333,276561.97,126400,186249.69,171666.08,NA,285798.29,170666.13,778408.98,350000,266666.33,114137.22,812499.75,230000,387499.13,316666.5,442168.25,286573.34,NA,189903.35,167967.08,265000,138605.13,332194.8,635638,157199.14,388460.65,551000,297915.71,450000,450000,206578.82,173332.67,206034.36,325999.74,143586.78,163750,120000,131723.55,237499.25,364534.24,247221.28,150000,,234820.73,328680,168485.29
9-Feb,245230,327370,206249.88,238157.13,229999.4,224620,180000,349999.5,133870.27,150000,279999.4,130000,160000,160000,NA,267829.52,163636.18,702380.14,233333,274999.5,101499.93,624999.5,210000,318181.64,288888.11,456988.68,308088.15,NA,184677.19,168099.6,255000,135527.17,332886.58,717390,153881.66,363157.26,562500,331249.69,445000,380000,205999.88,184999.75,204779.32,312337.54,138704.95,154444,154999.25,131738.54,234999.3,359632.43,208333.17,143636,,239458.8,321110,167586.92
9-Mar,249790,316440,204166.58,247499.05,181999.9,225820,140000,349999.5,144199.79,140000,259374.81,136719,158332.42,164285.5,NA,255665.27,142857,699999.2,218750,250000,98076.12,874999.5,217000,351350.84,283332.67,463003.03,292986.95,NA,180043.1,168652.05,258500,131853.34,326831.88,703124,149534.41,369999.3,576940,296589.98,448750,400000,182499.88,189999.5,192285.1,330952.07,136978.32,147777,129999.5,147072.82,215277.47,364918.71,218749.63,154285,,234840.84,326840,161501.27
9-Apr,253110,337100,186666.33,238888.11,177499.13,235030,274999.5,324390,135999.2,115999,274999.5,115000,184999.75,149999.5,NA,252775.69,141999.9,831730.44,225000,262499.75,109999.5,500000,212000,349999.5,300000,461032.25,294033.21,NA,171479.57,167355,250000,121684.7,337221.85,712263,147053.22,338888.5,610000,412499.88,465000,425000,211538,160000,185768.94,319583.14,133961.57,166956,153333,123076.77,224999.5,394544.51,234781.91,142500,,227367.2,346940,153388.35
9-May,263440,374850,232142.21,242306.85,219444.06,241960,250000,334523.46,140000,165000,282352.29,125000,163333.17,153332.67,NA,248851.23,126363.32,712499.15,180000,267856.79,98042.67,874999.5,203500,362120.59,320833.13,496267.69,301648.34,NA,171672.89,179026.83,251579,120406.07,341666.25,765306,154711.91,367777.1,726500,302777.75,490000,452500,193333,180000,199676.44,352550.49,140879.08,157499,140000,131738.54,247915.71,415584.26,277631.03,149230,,236780.87,374800,150861.08
9-Jun,274640,405260,208333.17,257999.84,243749.13,261840,254166.58,348999.51,140263.14,160000,263749.73,130000,171666.08,148571,NA,286657.25,151817.59,835937.16,241666,291665.83,98749.13,687499.25,205000,385713.43,300000,522749.91,293499.13,NA,178919.05,179938.03,273950,123141.44,362647.13,789352,153010.1,378570.64,756250,405882.29,550000,519000,190000,173999.3,193268.57,338505.36,139692.89,166666,125000,134736.11,221874.56,443845.72,245534.8,140000,,246128.25,411590,155055.43
9-Jul,285310,397460,200000,267707.98,171428,278820,200000,339215.29,146706.98,171666,266304.02,133750,178887.94,160000,NA,298718.7,149374.53,762499.95,180000,258333.17,110570.9,604166.25,230000,369642.16,314285.57,526669.65,299037.48,NA,184260.66,181907.8,239000,123526.39,372645.01,786972,164269.45,406249.94,755000,428124.72,587000,535000,198499,166666.33,209065.75,365965.73,141525.35,161818,166666,141891.8,224999.5,456435.08,306097.5,136153,,252164.35,433620,158217.62
9-Aug,293400,392260,214285.43,227631.03,237499.25,276030,212499.75,314285.57,149047.17,165000,265475.88,133000,153999.3,145833.04,NA,310957,144999.75,834999.66,187500,218749.63,107585.83,500000,235000,337096.4,284614.69,539979.6,309259.17,NA,183163.68,188827.68,272500,126703.58,375706.18,710843,160000,394564.27,672500,380768.42,555000,500000,203125,169999.5,210576.71,361791.83,139392.97,170000,160000,124761.67,234374.31,466196.52,247412.84,135384,,257620.46,411270,158581.35
9-Sep,296610,432440,224999.5,245832.42,264999.7,271960,156665.83,294116.76,151086.4,183333,268420.68,130000,174999.25,161428.5,NA,345597.35,138822.59,804166.45,256250,247726.32,113792.41,750000,230000,355555,294999.1,541088.94,294009.54,NA,183497.09,180495.84,270000,129879.02,386045.65,736666,161477.2,413792.97,690000,434374.66,553000,534000,192222,149999.5,207432.28,352585.68,143110.96,166842,157999,131934.89,250000,441666.25,246427.64,157999,,264023.42,429650,160701.72
9-Oct,297500,427180,215624.69,236110.39,207142.71,295440,194999.25,298025.36,152840.27,146666,256578.82,138000,156249.19,149999.5,NA,308280.32,144666.43,769736.76,225000,287499.25,108386.68,449999.5,240000,377271.95,272916.21,526842,294999.1,NA,186256.67,185891.18,273000,131578.37,378539.99,766827,171298.14,379165.88,702000,423076.69,590000,515000,188000,163749.81,203296.64,372268.18,147418.98,156470,173999,131785.13,212499.75,441742.7,238999.22,148000,,269761.51,441150,163199.84
9-Nov,304550,431980,180000,255555.44,231249.38,304420,193332.67,327380.68,153728.13,145000,263043.22,141250,165999.7,156665.83,NA,315397.44,159284.75,727271.82,212500,250000,114999.25,624999.5,245000,402380.93,268749.63,547494.59,317708.16,NA,194999.25,185462.69,295000,135986.85,376447.6,815476,168420.63,427173.64,725000,435713.93,605000,550000,191851,180000,225948.85,365908.43,141111.06,170000,152499,137186.64,224999.5,435795.1,244999.1,142000,,280159.1,453110,171794.28
9-Dec,306860,408590,160000,245237.19,220832.92,294440,149999.5,315789.32,148171.63,176666,242186.66,135000,155832.54,162857,NA,332266.66,132142.25,815340.65,215000,262499.75,110624.47,487499.13,250000,364999.35,276666.13,544300.05,288999.22,NA,191343.52,186694.58,260000,135938.29,382226.16,764583,171391.84,398808.54,750000,433333,560000,550000,185882,167499.63,222074.03,386915.02,144725.04,157332,145000,140749.96,202272.68,427894.46,253409.02,156249,,276126.09,437100,170227.41
10-Jan,284600,383330,169999.5,250000,165999.7,274100,184999.75,324999.75,145964.61,160000,246874.06,127900,174999.25,137140,NA,316698.16,140666.63,729165.75,215000,237499.25,96666,624999.5,246500,358695.07,256249.88,527476.67,287287.39,NA,193686.82,173305.12,325000,134999.25,366777.86,696428,170942.85,383332.5,633500,466666,525000,495000,180909,132499.38,215983.29,365822.13,140175.43,170999,140000,134137.22,220832.92,420689.45,263461.27,145000,,265302.72,398900,171035.3
10-Feb,278190,410230,189999.5,219230.38,193332.67,278350,194999.25,307575.68,152741.3,150000,232499.35,147599,164999.75,128181.41,NA,283298.9,160000,782608.57,250000,262499.75,100952.33,1250000,255000,336841.74,261110.89,533804.9,287889.87,NA,198128.59,176586.47,279540,134046.92,372095.6,692934,160588.21,370512.12,655000,380768.42,550000,500000,181000,164999.75,204296.79,356706.75,145302.77,162143,162500,134999.25,200000,451723.62,234999.3,148571,,265239.17,416500,172226.28
10-Mar,300900,432720,185999.7,250000,184999.75,287800,189999.5,311956.4,150963.31,120000,270651.76,136000,154285,155000,NA,290000,145999.7,790624.84,210000,294999.1,108080,624999.5,245000,351561.98,270454.14,550420,291565.43,NA,201103.87,180387.58,275610,137585.33,393598.1,799528,167682.54,377680,800000,381820,590000,525000,175499,149999.5,211538.23,359047.03,145384.35,152222,132857,145142.6,202272.68,444885.91,260714.07,145000,,280160,432200,177910.06
10-Apr,307000,407830,170000,238000,193332.67,298850,160000,311956.4,148230,146000,265480,136250,170000,126000,NA,289710,145830,892360,275000,240620,115130,624999.5,262000,343750,263333.07,546050,295379.53,NA,209530,182155.06,333000,138220,388480,799180,171428,403120,750000,475000,628000,557650,171330,180000,211670,365140,141891.8,162000,146670,132630,214999.7,442610,242306.85,163529,,284060,446410,179710
10-May,327460,472370,208330,236760,191999.4,308330,149999.5,317999.82,157520,166666,261960,145520,178570,135000,NA,297410,140910,838940,225000,280000,124440,666666,280000,367390,272058.38,555800,284090.23,NA,213060,189113.47,296500,137370,391410,747023,174633.41,386670,740000,513890,630000,525000,189540,165000,224120,368310,150308.76,177999,127500,141820,218749.63,440370,270999.58,153999,,305170,483800,183430
10-Jun,313890,474520,187999.6,229463.7,192499.38,326970,140000,335226.92,161176.41,106666,242856.29,132000,174999.25,146430,NA,310870.71,135554.78,840685.91,225000,257142.71,119130,583333,274000,390321.68,274999.5,566507.53,285878.91,NA,214334.58,194265.95,315000,141895.33,397911.34,848557,170548.92,444999.55,793000,468749.31,633000,507500,190333,169999.5,212831.6,366385.89,145806.16,171333,140000,140888.84,204166.58,450934.07,286249.28,132222,,292246.21,479630,185130
10-Jul,318550,458180,200000,235710,201666.63,318110,149999.5,325581.14,149999.5,182500,250000,144700,177999.1,140770,NA,331420,146666.33,822674.13,450000,239999.2,107780,400000,270000,391665.75,269117.26,568970,288186.05,NA,212570.37,185217.13,265000,144626.63,389437.31,777500,169458.99,395347.88,816000,400000,630000,510000,164500,154999.25,212962.7,370429.4,148147.74,172499,100000,130788.93,210416.46,444230.33,239705.09,158749,,295230,485310,183459.74
10-Aug,320860,440480,172500,243420,203124.94,313200,184999.75,290150.71,149880,134999,252780,142700,168570,132860,NA,336420,142500,794120,225000,258330,121870,333333,270000,394230,293749.13,561900,293580.21,NA,208120,184180.12,280000,144210,384700,709459,169999.5,369090,780000,536290,625000,514000,171180,130000,207090,378830,143098.44,175454,127500,138420,202777.72,434480,252777.72,131999,,290490,468310,183423.95
10-Sep,309720,424770,167500,225000,172221.61,310840,94999.5,296211.2,155060,180000,247220,130000,167860,127500,NA,355900,141670,797790,250000,232500,121070,500000,249950,347830,271153.42,557390,282594.28,NA,209660,180679.58,274000,141150,388850,717672,173670.2,369230,685000,513890,608000,527500,175420,145000,199700,369660,140972.17,161429,150000,131790,208333.17,453290,226189.95,150000,,295230,451400,181640
10-Oct,305150,444670,186670,244050,194999.25,289830,140000,275861.55,149460,126666,240280,135000,167780,125000,NA,333970,140000,757810,220000,304550,107500,500000,275000,344740,242646.21,519140,286231.16,NA,205150,178871.24,250000,140360,384570,736841,173133.67,371740,675000,431250,618500,502500,172860,142500,218180,351250,144320.77,154999,130000,123750,234999.3,426980,229999.4,121429,,282680,457970,179920.88
10-Nov,296480,434420,137500,208930,180000,281400,124999.75,289842.95,146020,125000,271880,130000,164000,113640,NA,302450,129000,861610,134999,251790,108890,750000,244000,334620,277272.18,541220,269804.8,NA,199340,181382.91,283450,138340,385490,766304,163283.42,358750,696000,416670,575000,535000,170910,190000,213260,349380,141922.98,155999,136670,121600,202083.29,453610,241303.52,125000,,281780,439790,174770
10-Dec,304770,412210,173330,230000,181999.9,287080,149999.5,298808.55,145280,118332,248440,125000,158000,113750,NA,328140,143080,753680,206250,220830,117500,449999.5,235000,350000,247499.05,499810,271874.56,NA,205220,177158.91,279900,134760,375790,721036,162499.88,377550,699500,453850,548000,512500,176870,163330,204290,344680,140361.43,159166,136670,131510,177776.89,441570,233927.89,138571,,278360,428840,178238.29
11-Jan,279220,363750,160000,180000,163333.17,257930,224999.5,279544.86,136020,190000,244790,127000,147140,107500,NA,305570,146150,657890,193333,225000,100620,624999.5,251850,313890,236537.73,511590,262777.52,NA,197550,169838.22,279000,138040,370100,632936,166128.73,342450,575000,362500,524000,425000,152140,145000,192170,338090,132962.31,175714,140000,113330,153749.31,411760,223809.05,128571,,268940,386390,173720
11-Feb,271370,392660,200000,190000,153332.67,267270,216666.33,248999.02,141360,85000,238890,125000,154000,123330,NA,286100,149230,632580,174999,200000,117270,562499.75,231000,354760,228124.44,496540,268852.08,NA,203640,167633.21,285000,131470,367770,645454,163209.72,328750,591500,380000,520000,452000,162110,140000,191780,315340,131428,137777,83330,120340,192499.38,389650,231999.36,122500,,266830,379250,174040.96
11-Mar,286550,420420,170000,222370,169999.5,273350,140000,278332.77,138120,110000,250000,127500,137270,94170,NA,282170,133530,826700,216666,192500,115290,1124999.5,255900,332610,211363.41,523610,254268.21,NA,201520,167457.25,247500,130690,383620,764535,155698.14,362700,666950,436360,550250,465000,154810,107500,193480,325910,135483.1,135262,125000,121950,151428,443920,221153.42,150833,,272600,418980,172730
11-Apr,294140,390960,130000,217040,157142,286320,124999.75,278124.44,130200,125000,225000,126750,136150,98330,NA,290600,135380,726060,225000,225000,103890,474999.25,255000,306820,208333.17,530140,270481.52,NA,199230,168377.96,261000,128900,378230,721311,163222.06,390180,700000,400000,578000,460000,153330,120000,189120,332650,134090.2,157999,110000,111600,171110.56,448440,241070.61,137777,,277300,421770,169460
11-May,292850,415830,171250,222620,147499.63,283950,160000,261999.76,136850,122000,250000,135000,137690,105560,NA,271540,116670,807140,180000,281250,111850,541666.5,250000,377270,252941.12,544700,255487.7,NA,200000,166242.78,275000,127380,382300,701922,162374.88,381450,800000,428950,599950,436250,151110,100000,191850,353750,136784.88,146363,117500,117960,181428.5,425000,236665.93,131111,,276680,440330,172110
11-Jun,296410,415300,152500,221050,198332.42,299360,208333.17,295453.64,135490,100000,243750,140000,154000,85620,NA,301300,122000,843080,208333,181430,114210,449999.5,285000,350000,226561.97,534680,267134.49,NA,202910,165329.4,249000,129570,377550,742646,164999.75,364750,735000,428570,623000,537500,156840,140000,189790,327430,137633.53,154545,87500,121520,165999.7,443290,236537.73,142727,,276230,454370,172800
11-Jul,297660,420150,170000,196430,149999.5,292620,173332.67,265150,137100,142500,233000,139950,114280,118890,NA,317060,92500,761030,180000,214280,113080,583333,250000,334780,222367.97,551510,265200,NA,200910,168090,242500,133950,375330,739753,161810,355620,729900,415620,607000,470000,154700,143330,190560,333490,130220,142000,131430,114230,177500,421880,235580,141538,,279280,432080,171670
11-Aug,297060,407420,145000,201320,163749.81,294060,109999.5,277680,141500,96428,223860,133950,130000,123640,NA,312900,128750,806550,196666,201920,126670,500000,252000,354760,209999.8,508910,264690,NA,202060,166680,239900,135030,369390,698629,159320,352310,742000,421430,595000,490000,162920,116670,197880,339200,140540,148000,123330,124680,161110,424400,233040,124000,,275100,430350,173670
11-Sep,288700,390440,130000,197690,161428.5,282000,189999.5,238750,139030,154999,250000,131000,141670,120000,NA,330610,125380,786580,170000,220000,120000,349999.5,280000,331820,224999.5,500000,263020,NA,199890,164120,272500,130820,364180,654850,165970,369770,640000,356520,569100,500000,167920,113330,188790,355670,133910,149000,131250,122940,152000,415220,235420,125000,,273660,413160,170650
11-Oct,277450,391710,147140,186150,180000,275710,163333.17,256580,140100,95000,228950,134000,138180,96500,NA,307970,132500,781250,220000,260710,121430,374999.25,266000,330430,214285.43,484390,255900,NA,195760,163160,268000,132210,357380,739918,156710,364540,672000,328570,549000,467500,146500,150000,191050,322600,133290,146470,112500,123080,175000,399160,202080,107500,,266650,398100,171000
11-Nov,279910,396990,190000,207950,148571,279330,250000,241670,141470,120000,223440,134320,152860,128750,NA,291260,103330,736410,150000,190000,117000,362499.38,270000,339470,235415.96,487610,258930,NA,200080,164700,245000,135280,356410,696917,154730,354170,735000,356250,560000,415000,154000,123330,190770,321290,136580,148235,105000,126670,157500,410530,206900,134545,,269440,404270,173150
11-Dec,288950,383430,142220,198750,161428.5,275180,154999.25,266410,136740,120000,227630,134950,131670,114170,NA,306950,106000,693880,200000,204170,106110,357142.29,275000,344830,226249.48,484630,253460,NA,203650,161840,259200,128450,359930,656609,159260,366670,595000,416670,535000,475000,148570,131250,190200,325260,135630,144444,132000,127660,156670,391060,228260,125714,,265830,389290,172430
12-Jan,271490,340600,135000,194000,156249.19,258430,140000,250000,128200,200000,220000,130000,140000,118570,NA,290900,113750,694440,160000,190000,112000,500000,280000,344740,205263.05,483510,259560,NA,196050,161080,260000,129920,350680,649999,160000,363640,578500,355770,495000,422500,151670,123330,184440,326920,134580,137856,110000,116670,147140,386870,195550,115999,,256000,361280,169280
12-Feb,268810,360670,176670,177860,169999.5,252150,120000,242570,139280,113333,232950,120650,144000,103640,NA,272690,103330,732140,206250,190000,119280,541666.5,265000,348000,205263.05,485380,251450,NA,200730,163530,255500,132500,362470,665492,161040,354350,582500,345000,530000,499950,141900,123330,179020,324710,129862.52,134666,85000,119330,164999.75,392350,197500,122000,,264430,374430,172600
12-Mar,295630,372220,118750,200000,154285,283010,146666.33,277270,134690,95000,223330,132380,139090,110000,NA,272920,125000,672620,136666,225000,115290,500000,314900,351470,240475.38,485300,267470,NA,211350,166760,232350,131640,363710,701171,158480,380140,677900,429410,575250,482160,148420,110000,194310,317650,134650,146315,108000,122630,165000,417020,213040,130714,,276270,412220,179500
12-Apr,312500,412590,183330,197620,133749.31,317140,134999.25,257410,140100,154999,240280,146000,152940,113330,NA,286800,137500,783850,173333,209090,120000,524999.9,280000,363890,187999.6,513950,276150,NA,213950,168820,287450,132030,369910,782738,164730,360670,745000,390380,636000,475000,164540,103330,191220,343750,138650,148333,160000,131360,160000,427320,238890,128888,,289700,453330,181770
12-May,316460,430340,160000,211290,169999.5,345180,153332.67,277270,141580,98749,229810,137500,143330,128000,NA,282930,124290,791670,150000,254540,119410,624999.5,295000,343750,223863.16,538340,275000,NA,213240,169230,275000,134660,379800,785714,163040,382470,775000,517540,643500,500000,161480,152500,192980,342520,137860,143182,124000,127020,160000,424630,228850,122857,,289280,472820,180530
12-Jun,320990,459760,146670,221050,152999.35,341100,160000,252840,150000,162000,251140,144450,136870,116870,NA,315390,128890,823980,208333,257140,107730,483332.5,289000,357410,267045.11,567910,287630,NA,219850,172520,261900,138110,388100,813559,163870,387500,825000,522440,695000,495000,177500,120000,208020,359570,139520,152857,140000,129070,157780,429520,246870,140000,,298100,496010,186800
12-Jul,334220,473600,200000,215740,191249.44,364020,180000,280830,149060,130000,229690,141500,141000,135450,NA,334190,118330,845980,154999,235000,133330,449999.5,280750,419230,232352.29,551160,291670,NA,223740,176500,272000,145710,392380,787791,168170,423530,801500,530610,690000,575000,161430,132500,196110,352780,143100,154999,95000,120000,186670,425480,255560,135555,,309390,503190,191130
12-Aug,343800,466760,175000,226090,166666.33,334080,180000,268380,151110,160000,218750,155000,153330,125560,NA,344770,127500,806450,225000,206250,123330,593749.63,317500,385710,231480.85,567710,288030,NA,227740,184000,335000,143470,389540,759615,168120,386180,777500,533330,666750,540000,165480,127270,202240,385610,147850,147647,89170,133560,204690,437880,264580,141818,,314870,488670,192940
12-Sep,344760,454170,196670,207140,154999.25,352260,169999.5,279170,159130,163333,223610,150000,156670,146670,NA,373020,120000,769230,266666,211360,138570,349999.5,330000,381670,233332.67,561830,308590,NA,228900,180830,311000,150090,404880,719339,179780,424390,779000,415380,650000,560000,166670,140000,196980,368590,151500,161538,127500,137060,155710,432790,238890,116249,,318470,481510,198270
12-Oct,340910,460670,192000,210940,171110.56,330370,237499.25,276350,151850,120000,243270,155000,151430,111430,NA,364810,140000,806370,216666,262500,123000,416666.5,315000,426190,237962.2,558680,300440,NA,230730,189800,280000,148480,395470,877155,179570,395140,819000,535710,688000,499500,176670,180000,220560,374640,151360,156363,116670,143610,168000,416350,245000,144444,,318660,510740,198100
12-Nov,345560,467840,186670,223860,180000,346370,149999.5,282260,148240,160000,238040,150000,139230,142500,NA,337080,113330,837840,145000,223080,142000,324999.75,323100,378200,233332.67,565020,306590,NA,239610,194700,365000,152000,403990,840277,177660,391560,755000,509380,679000,512500,168420,137500,225400,380800,155760,145555,125710,139260,194000,453760,232350,149000,,327840,511650,207300
12-Dec,365840,463010,177500,236460,156249.19,360110,180000,292420,157620,180000,216670,161150,146000,127500,NA,367400,144290,796880,160000,246430,136920,462499.38,346500,360340,258823.35,582930,300420,NA,251520,195630,364480,158540,418290,864795,184320,414660,775000,588230,681000,530000,170740,133330,230830,396310,161610,154999,130000,144440,194280,446150,273860,153749,,334460,513090,221710
13-Jan,336650,466830,184000,208930,180000,339340,140000,283570,151450,150000,234720,164200,153330,134440,NA,349720,98330,799110,160000,245000,137000,400000,339500,411110,257352.79,566500,292710,NA,244780,201010,310500,154500,390890,743643,182430,398980,695000,510710,652500,482000,173890,106670,243520,367780,155450,168333,88330,137240,175000,440670,260940,148571,,319780,473890,207530
13-Feb,333180,451580,225000,211760,189999.5,346670,160000,307900,158950,110000,231670,170000,153750,125000,NA,337630,130000,859380,190000,259090,125290,300000,315000,468180,248213.32,607230,312090,NA,245830,203540,330000,156360,407220,832031,174680,408570,800000,606060,710000,435230,180530,110000,234520,384900,152500,168750,131670,133870,160000,461960,250000,151428,,326460,496800,212300
13-Mar,379000,523280,200000,250000,213235.03,386410,164999.75,329170,160510,130000,225000,175000,146000,145000,NA,340890,136000,888890,180000,221880,144000,424999.75,359900,430950,248528.44,619430,322560,NA,263670,220590,348000,161900,436710,936110,191280,417590,912000,575000,730000,585000,179050,123330,250000,398090,168870,177999,156670,137560,158000,475000,250000,154999,,353350,560050,227920
13-Apr,402830,573000,193330,234000,202941.12,462720,140000,344170,173860,185000,251190,180000,157140,156670,NA,361630,170000,952870,225000,350000,139560,387499.13,380000,453850,272221.78,653740,354370,NA,274420,221880,358000,164470,454390,1011029,195960,431250,913500,650000,790000,645000,182920,118000,255170,442100,174390,167692,156000,139520,215380,502940,291340,172727,,371170,623780,231610
13-May,417350,593160,219440,238300,209999.8,484640,147499.63,338240,167770,160000,233930,188000,149000,141250,NA,365990,142000,963110,212500,250000,151050,449999.5,410000,488890,265908.77,655630,353110,NA,282560,243660,355000,170090,469590,1009615,206190,445160,950000,656250,824960,623750,203050,115000,265090,436520,181160,186000,200000,157500,184290,496870,299140,176666,,379640,655140,238240
13-Jun,428700,604600,233330,265000,189999.5,491080,137499.13,342250,175820,136666,251090,195000,147780,155000,NA,403760,150000,1000000,190000,242860,154120,400000,417000,509620,269827.19,661740,370240,NA,298470,247100,382620,174650,483330,941901,208130,462500,1001000,671430,809000,586000,193330,163330,278920,450000,187170,190833,140000,158710,180000,562800,312500,188750,,393530,657200,248760
13-Jul,433910,614810,196670,239280,223683.74,508720,156665.83,350760,183870,140000,267050,195500,173330,141430,NA,421350,175710,1000000,300000,286360,163080,708332.5,408800,511900,298075.96,675000,372220,NA,294300,254550,400000,180270,483800,884943,225000,491790,919000,598680,840000,601000,200000,140000,279330,473640,193920,200000,185000,157140,212500,545720,346250,167777,,395260,664240,250450
13-Aug,441010,607240,213890,281820,224999.5,482530,109999.5,355840,184000,134999,247220,199950,184000,153330,NA,444950,170000,987740,200000,276670,155880,333333,407000,565970,316666.5,664580,361830,NA,290030,257660,387000,183240,482470,954545,231390,477420,988440,625000,808100,629000,202080,140000,295890,453790,203120,200000,146670,158460,215280,555560,320310,186666,,395900,644190,245330
13-Sep,428290,604100,252780,250000,207692.15,454760,124999.75,334910,185830,133999,251090,193500,168460,150000,NA,459010,190000,893140,243749,285710,178570,500000,422500,477270,298528.44,672680,365290,270000,293560,255390,428950,185860,490130,941531,242370,495350,909000,641300,779480,639500,189050,155000,286220,455850,194890,209524,150000,163500,207690,550000,331030,171428,,392030,628060,252100
